,DATE,TWEET,tidy_tweets,absolute_tidy_tweets,,,,,,,
4462,2020-04-08 18:02:17+00:00,"Hi Clare, call levels are quite high right now, so we are sorry you couldn't get through. If you would like to DM your name and postcode along with your query, we will try and assist here where possible. Thanks, ^Jem https://twitter.com/messages/compose?recipient_id=2922732233","Hi Clare, call levels are quite high right now, so we are sorry you couldn't get through. If you would like to DM your name and postcode along with your query, we will try and assist here where possible. Thanks, ^Jem",Hi Clare call levels quite high right sorry couldnt get If would like DM name postcode along query try assist possible Thanks Jem,,,,,,,
4463,2020-04-08 18:12:56+00:00,Hi Nick. Did you manage to set up mobile banking? Please DM us and we can help further. Thanks. ^Jason,Hi Nick. Did you manage to set up mobile banking? Please DM us and we can help further. Thanks. ^Jason,Hi Nick Did manage set mobile banking Please DM us help Thanks Jason,,,,,,,
4464,2020-04-08 18:18:28+00:00,"If you wait on the line when you are asked for this, you will be transferred to an agent. ^Jo","If you wait on the line when you are asked for this, you will be transferred to an agent. ^Jo",If wait line asked transferred agent Jo,,,,,,,
4465,2020-04-08 18:19:12+00:00,This is a scam. If you receive something similar then please don't click on the links or respond to the sender. We would never ask customers to click on a link. It would really help if screenshots of these messages could be sent to phishing@hsbc.co.uk. Thanks. ^Jason,This is a scam. If you receive something similar then please don't click on the links or respond to the sender. We would never ask customers to click on a link. It would really help if screenshots of these messages could be sent to phishing@hsbc.co.uk. Thanks. ^Jason,This scam If receive something similar please dont click links respond sender We would never ask customers click link It would really help screenshots messages could sent phishinghsbccouk Thanks Jason,,,,,,,
4466,2020-04-09 06:52:34+00:00,"Hello, yes you can reassure him it's definitely a scam text. If you or him could report it to phishing@hsbc.co.uk by sending them the screen shot that would be great. Thanks again. ^Dani","Hello, yes you can reassure him it's definitely a scam text. If you or him could report it to phishing@hsbc.co.uk by sending them the screen shot that would be great. Thanks again. ^Dani",Hello yes reassure definitely scam text If could report phishinghsbccouk sending screen shot would great Thanks Dani,,,,,,,
4467,2020-04-09 07:17:07+00:00,"Good morning, Luke. Yes it's a phishing message doing the rounds at the moment. You or your mum can report it to phishing@hsbc.co.uk by sending them the screen shot. Thanks for letting us know and you can reassure your mum. ^Dani","Good morning, Luke. Yes it's a phishing message doing the rounds at the moment. You or your mum can report it to phishing@hsbc.co.uk by sending them the screen shot. Thanks for letting us know and you can reassure your mum. ^Dani",Good morning Luke Yes phishing message rounds moment You mum report phishinghsbccouk sending screen shot Thanks letting us know reassure mum Dani,,,,,,,
4468,2020-04-09 07:21:14+00:00,Hi Julia . The app should accept the cheques no problem. Maybe try getting into a lighter place to upload them - that usually works. Please select this link for a handy video with some tips for Mobile Cheque Deposits: http://grp.hsbc/60161LXUE ^Alison.,Hi Julia . The app should accept the cheques no problem. Maybe try getting into a lighter place to upload them - that usually works. Please select this link for a handy video with some tips for Mobile Cheque Deposits: ^Alison.,Hi Julia The app accept cheques problem Maybe try getting lighter place upload usually works Please select link handy video tips Mobile Cheque Deposits Alison,,,,,,,
4469,2020-04-09 07:24:20+00:00,"Hi Brayders, I appreciate your concern and the urgency of the situation however when closing an account there is an internal process that need to be followed which involves multiple checks therefore it can take up to 5 working days, so we appreciate your understanding ^Sam","Hi Brayders, I appreciate your concern and the urgency of the situation however when closing an account there is an internal process that need to be followed which involves multiple checks therefore it can take up to 5 working days, so we appreciate your understanding ^Sam",Hi Brayders I appreciate concern urgency situation however closing account internal process need followed involves multiple checks therefore take working days appreciate understanding Sam,,,,,,,
4470,2020-04-09 07:24:57+00:00,"Hey Anniejade. If you would like to share your full name and post code via DM, I'll check the status of your account and see if there's anything I can do. Thanks. ^Yuriy https://twitter.com/messages/compose?recipient_id=2922732233","Hey Anniejade. If you would like to share your full name and post code via DM, I'll check the status of your account and see if there's anything I can do. Thanks. ^Yuriy",Hey Anniejade If would like share full name post code via DM Ill check status account see theres anything I Thanks Yuriy,,,,,,,
4471,2020-04-09 07:26:59+00:00,As long as you've not clicked on the link and entered details your okay. It's a scam message so you can report it to phishing@hsbc.co.uk by sending them the screen shot and then delete it. Thank you. ^Dani,As long as you've not clicked on the link and entered details your okay. It's a scam message so you can report it to phishing@hsbc.co.uk by sending them the screen shot and then delete it. Thank you. ^Dani,As long youve clicked link entered details okay Its scam message report phishinghsbccouk sending screen shot delete Thank Dani,,,,,,,
4472,2020-04-09 07:29:08+00:00,"Hi Scott, can you see all of your accounts in your HSBC UK Mobile Banking App? Please also log into the main website: http://grp.hsbc/60191LXvP and let me know what you can all see on these two. ^Alison","Hi Scott, can you see all of your accounts in your HSBC UK Mobile Banking App? Please also log into the main website: and let me know what you can all see on these two. ^Alison",Hi Scott see accounts HSBC UK Mobile Banking App Please also log main website let know see two Alison,,,,,,,
4473,2020-04-09 07:31:15+00:00,"Morning Jules. Yes we are, thank you. It's concerning when this happens as not everyone will realise it's a scam. If you or anyone you know receive it, it can be reported to phishing@hsbc.co.uk by sending them the screen shot of the message. Thanks again. ^Dani","Morning Jules. Yes we are, thank you. It's concerning when this happens as not everyone will realise it's a scam. If you or anyone you know receive it, it can be reported to phishing@hsbc.co.uk by sending them the screen shot of the message. Thanks again. ^Dani",Morning Jules Yes thank Its concerning happens everyone realise scam If anyone know receive reported phishinghsbccouk sending screen shot message Thanks Dani,,,,,,,
4474,2020-04-09 07:36:49+00:00,Usually Card transaction disputes must be raised within 120 days of the transaction date to be valid. There are some exceptions to this depending on the type of dispute you are raising. Can you tell me what this dispute is and DM me your full name and postcode as well ^Sam,Usually Card transaction disputes must be raised within 120 days of the transaction date to be valid. There are some exceptions to this depending on the type of dispute you are raising. Can you tell me what this dispute is and DM me your full name and postcode as well ^Sam,Usually Card transaction disputes must raised within days transaction date valid There exceptions depending type dispute raising Can tell dispute DM full name postcode well Sam,,,,,,,
4475,2020-04-09 07:40:20+00:00,"Hello. This text message is a scam, no data breach. Anyone who receives a suspicious text can report it to phishing@hsbc.co.uk by sending them a screen shot of the message. Thanks, Simon. ^Dani","Hello. This text message is a scam, no data breach. Anyone who receives a suspicious text can report it to phishing@hsbc.co.uk by sending them a screen shot of the message. Thanks, Simon. ^Dani",Hello This text message scam data breach Anyone receives suspicious text report phishinghsbccouk sending screen shot message Thanks Simon Dani,,,,,,,
4476,2020-04-09 07:44:52+00:00,"Hi Amanda, yes this is a fraud attempt. Thank you for letting us know and you can report it to phishing@hsbc.co.uk by sending them the screen shot. ^Dani","Hi Amanda, yes this is a fraud attempt. Thank you for letting us know and you can report it to phishing@hsbc.co.uk by sending them the screen shot. ^Dani",Hi Amanda yes fraud attempt Thank letting us know report phishinghsbccouk sending screen shot Dani,,,,,,,
4477,2020-04-09 07:49:36+00:00,HI Mike. Yes indeed this is a scam message. Thank you for letting us know. You can report it to phishing@hsbc.co.uk by sending them the screen shot. Thank you. ^Dani,HI Mike. Yes indeed this is a scam message. Thank you for letting us know. You can report it to phishing@hsbc.co.uk by sending them the screen shot. Thank you. ^Dani,HI Mike Yes indeed scam message Thank letting us know You report phishinghsbccouk sending screen shot Thank Dani,,,,,,,
4478,2020-04-09 08:03:25+00:00,"Thank you for your vigilance, Kirsty. Please can you send a screenshot to phishing@hsbc.co.uk to report it? ^Sarah","Thank you for your vigilance, Kirsty. Please can you send a screenshot to phishing@hsbc.co.uk to report it? ^Sarah",Thank vigilance Kirsty Please send screenshot phishinghsbccouk report Sarah,,,,,,,
4479,2020-04-09 08:03:56+00:00,Hi Ashley-Jordan. Thank you for letting us know and you can report it to phishing@hsbc.co.uk by sending them the screen shot. Thanks. ^Dani,Hi Ashley-Jordan. Thank you for letting us know and you can report it to phishing@hsbc.co.uk by sending them the screen shot. Thanks. ^Dani,Hi AshleyJordan Thank letting us know report phishinghsbccouk sending screen shot Thanks Dani,,,,,,,
4480,2020-04-09 08:06:00+00:00,"Something very similar. We're offering a temporary interest-free buffer on overdrafts of £500, and the rest of the overdraft will be charged at 19.9% rather than 39.9% until July. More information can be found on our website. ^Nick","Something very similar. We're offering a temporary interest-free buffer on overdrafts of £500, and the rest of the overdraft will be charged at 19.9% rather than 39.9% until July. More information can be found on our website. ^Nick",Something similar Were offering temporary interestfree buffer overdrafts rest overdraft charged rather July More information found website Nick,,,,,,,
4481,2020-04-09 08:09:50+00:00,Check that your card is not in credit. ^Claude,Check that your card is not in credit. ^Claude,Check card credit Claude,,,,,,,
4482,2020-04-09 08:15:19+00:00,"Can you provide me in a private message your full name and postcode, I will check for you. ^Claude","Can you provide me in a private message your full name and postcode, I will check for you. ^Claude",Can provide private message full name postcode I check Claude,,,,,,,
4483,2020-04-09 08:17:06+00:00,In a private message.,In a private message.,In private message,,,,,,,
4484,2020-04-09 08:17:44+00:00,"Hi Julia, Thanks for getting back to me, Are you not able to scan the cheque to appear with clear image? Click on the link to find out the step by step guide. Link ","Hi Julia, Thanks for getting back to me, Are you not able to scan the cheque to appear with clear image? Click on the link to find out the step by step guide. Link",Hi Julia Thanks getting back Are able scan cheque appear clear image Click link find step step guide Link,,,,,,,
4485,2020-04-09 08:31:15+00:00,"Good morning Steven, you are right, this is a scam message because we would never ask you to click on any links. Can you please forward the screenshot to phishing@hsbc.co.uk? Well done and stay vigilant! Take care! ^Jelena","Good morning Steven, you are right, this is a scam message because we would never ask you to click on any links. Can you please forward the screenshot to phishing@hsbc.co.uk? Well done and stay vigilant! Take care! ^Jelena",Good morning Steven right scam message would never ask click links Can please forward screenshot phishinghsbccouk Well done stay vigilant Take care Jelena,,,,,,,
4486,2020-04-09 08:32:02+00:00,Hi Leona. You can find the opening times of all our branches over here http://grp.hsbc/60121Lkmg Thanks. ^Jason,Hi Leona. You can find the opening times of all our branches over here Thanks. ^Jason,Hi Leona You find opening times branches Thanks Jason,,,,,,,
4487,2020-04-09 08:46:33+00:00,"Hi Dan. There's no known issues with the app. Have you tried turning off the fingerprint option off in the App (if you can do that), wipe the sensor and try again. Alternatively, you can try resetting the fingerprint on your phone and then enable it on the app. ^Dani","Hi Dan. There's no known issues with the app. Have you tried turning off the fingerprint option off in the App (if you can do that), wipe the sensor and try again. Alternatively, you can try resetting the fingerprint on your phone and then enable it on the app. ^Dani",Hi Dan Theres known issues app Have tried turning fingerprint option App wipe sensor try Alternatively try resetting fingerprint phone enable app Dani,,,,,,,
4488,2020-04-09 08:47:28+00:00,"HI maria, this is a scam text that's going around at the moment. Thank you for letting us know and you can report it to phishing@hsbc.co.uk by sending them the screen shot. Thanks again. ^Claude","HI maria, this is a scam text that's going around at the moment. Thank you for letting us know and you can report it to phishing@hsbc.co.uk by sending them the screen shot. Thanks again. ^Claude",HI maria scam text thats going around moment Thank letting us know report phishinghsbccouk sending screen shot Thanks Claude,,,,,,,
4489,2020-04-09 08:51:57+00:00,Welcome. Stay Safe. ^Claude,Welcome. Stay Safe. ^Claude,Welcome Stay Safe Claude,,,,,,,
4490,2020-04-09 08:57:06+00:00,"Hi there, have you managed to update it? If you haven't, can you please provide some more details so that I can check it for you? Thank you. ^Jelena","Hi there, have you managed to update it? If you haven't, can you please provide some more details so that I can check it for you? Thank you. ^Jelena",Hi managed update If havent please provide details I check Thank Jelena,,,,,,,
4491,2020-04-09 09:08:30+00:00,"Hi Oliver, If it's a direct debit on your personal account you can DM me your full name and postcode along with the name of the DD, amount and the reference so that I can reverse the payment for you if it is showing as pending to debit ^Sam","Hi Oliver, If it's a direct debit on your personal account you can DM me your full name and postcode along with the name of the DD, amount and the reference so that I can reverse the payment for you if it is showing as pending to debit ^Sam",Hi Oliver If direct debit personal account DM full name postcode along name DD amount reference I reverse payment showing pending debit Sam,,,,,,,
4492,2020-04-09 09:13:33+00:00,"Hiya - is the cheque for more than £500? If not, have you already used the £750 daily cheque clearance limit? If that's also not the case, does the cheque have anything on the back or it's plain white? ^Mill","Hiya - is the cheque for more than £500? If not, have you already used the £750 daily cheque clearance limit? If that's also not the case, does the cheque have anything on the back or it's plain white? ^Mill",Hiya cheque If already used daily cheque clearance limit If thats also case cheque anything back plain white Mill,,,,,,,
4493,2020-04-09 09:17:05+00:00,"Hi Toby, I'm glad you got all sorted out . We do appreciate its not easy just now. Please leave us some feedback around this here: http://grp.hsbc/60131LZPP. We really do appreciate it! ^Alison","Hi Toby, I'm glad you got all sorted out . We do appreciate its not easy just now. Please leave us some feedback around this here: We really do appreciate it! ^Alison",Hi Toby Im glad got sorted We appreciate easy Please leave us feedback around We really appreciate Alison,,,,,,,
4494,2020-04-09 09:20:44+00:00,"Hi Phil, contact our Telephone Banking 03457 404 404 from Overseas 0044 1226 261 010, they will be able to assist you. ^Claude","Hi Phil, contact our Telephone Banking 03457 404 404 from Overseas 0044 1226 261 010, they will be able to assist you. ^Claude",Hi Phil contact Telephone Banking Overseas able assist Claude,,,,,,,
4495,2020-04-09 09:21:47+00:00,They just pick up random numbers. ^Claude,They just pick up random numbers. ^Claude,They pick random numbers Claude,,,,,,,
4496,2020-04-09 09:22:35+00:00,"Morning Helen. Thanks for getting in touch. Just had a look and I can see a letter was sent on the 1st around this. This should have all the info around the Balance Transfer, and you can expect it shortly. ^Nick","Morning Helen. Thanks for getting in touch. Just had a look and I can see a letter was sent on the 1st around this. This should have all the info around the Balance Transfer, and you can expect it shortly. ^Nick",Morning Helen Thanks getting touch Just look I see letter sent st around This info around Balance Transfer expect shortly Nick,,,,,,,
4497,2020-04-09 09:24:33+00:00,"Hi Kimberley, have a check again in a little while. In the meantime maybe try logging onto your online banking on the full website, worth a try. If you still haven't received it by the end of the day let us know, and we'll have a look into it. ^Dani","Hi Kimberley, have a check again in a little while. In the meantime maybe try logging onto your online banking on the full website, worth a try. If you still haven't received it by the end of the day let us know, and we'll have a look into it. ^Dani",Hi Kimberley check little In meantime maybe try logging onto online banking full website worth try If still havent received end day let us know well look Dani,,,,,,,
4498,2020-04-09 09:24:36+00:00,"We can also print them in a branch for you, however we would normally send them by post. Please bear in mind that due to the current situation some of our branches are closed, and the rest are working on reduced hours, from 10am till 2pm. ^Nick","We can also print them in a branch for you, however we would normally send them by post. Please bear in mind that due to the current situation some of our branches are closed, and the rest are working on reduced hours, from 10am till 2pm. ^Nick",We also print branch however would normally send post Please bear mind due current situation branches closed rest working reduced hours till pm Nick,,,,,,,
4499,2020-04-09 09:27:31+00:00,"Hi Julie. The account you're setting it up from make sure it's a current account as savings don't support SO's. The ISA, if you haven't put money into it in 12 or more months it will be gone dormant and you'll need to reactivate it with them. Hope that helps ^Dani","Hi Julie. The account you're setting it up from make sure it's a current account as savings don't support SO's. The ISA, if you haven't put money into it in 12 or more months it will be gone dormant and you'll need to reactivate it with them. Hope that helps ^Dani",Hi Julie The account youre setting make sure current account savings dont support SOs The ISA havent put money months gone dormant youll need reactivate Hope helps Dani,,,,,,,
4500,2020-04-09 09:27:53+00:00,Can you please DM us your full name and postcode. We'll be able to look into this for you. Thanks. ^Jason,Can you please DM us your full name and postcode. We'll be able to look into this for you. Thanks. ^Jason,Can please DM us full name postcode Well able look Thanks Jason,,,,,,,
4501,2020-04-09 09:29:29+00:00,"Hi Becky . Oh yes I do understand that at the moment. Please call us on: 03457 404404, the agent will also be able to give you the details you need and help you set thing up on the account. They can also look into setting you up with online banking . ^Alison","Hi Becky . Oh yes I do understand that at the moment. Please call us on: 03457 404404, the agent will also be able to give you the details you need and help you set thing up on the account. They can also look into setting you up with online banking . ^Alison",Hi Becky Oh yes I understand moment Please call us agent also able give details need help set thing account They also look setting online banking Alison,,,,,,,
4502,2020-04-09 09:31:07+00:00,"Hi Rebecca, the easiest and fastest way to set up a telephone security number you will need to visit a branch or by calling Telephone Banking 03457 404 404, they will be able to assist you and guide you to register for online banking. ^Claude","Hiebecca, the easiest and fastest way to set up a telephone security number you will need to visit a branch or by calling Telephone Banking 03457 404 404, they will be able to assist you and guide you to register for online banking. ^Claude",Hiebecca easiest fastest way set telephone security number need visit branch calling Telephone Banking able assist guide register online banking Claude,,,,,,,
4503,2020-04-09 09:32:41+00:00,"Glad to see you have your priorities set, Hayley. Can you please DM me with a bit more information around why you haven't received your wages? ^Nick","Glad to see you have your priorities set, Hayley. Can you please DM me with a bit more information around why you haven't received your wages? ^Nick",Glad see priorities set Hayley Can please DM bit information around havent received wages Nick,,,,,,,
4504,2020-04-09 09:37:33+00:00,"Hello. There are various reasons on why a charge is placed. You can send us a DM with your full name and postcode, so I look into it. ^Shaun","Hello. There are various reasons on why a charge is placed. You can send us a DM with your full name and postcode, so I look into it. ^Shaun",Hello There various reasons charge placed You send us DM full name postcode I look Shaun,,,,,,,
4505,2020-04-09 09:37:44+00:00,You can use this link to DM me: https://twitter.com/messages/compose?recipient_id=2922732233,You can use this link to DM me:,You use link DM,,,,,,,
4506,2020-04-09 09:39:23+00:00,Hmm - is there a specific message/reference that shows when you try to scan them? Screenshot may help (you can send it via link below) ^Mill https://twitter.com/messages/compose?recipient_id=2922732233,Hmm - is there a specific message/reference that shows when you try to scan them? Screenshot may help (you can send it via link below) ^Mill,Hmm specific messagereference shows try scan Screenshot may help send via link Mill,,,,,,,
4507,2020-04-09 09:39:26+00:00,"Completely automatic, and went in effect from today. You can have a look through the link below under the 'Overdrafts' section. ^Nick","Completely automatic, and went in effect from today. You can have a look through the link below under the 'Overdrafts' section. ^Nick",Completely automatic went effect today You look link Overdrafts section Nick,,,,,,,
4508,2020-04-09 09:51:30+00:00,"Hi - I'd like to check on this for you. Can you pass me your full name and postcode via link below? Also - can you tell me when did you receive an email/text from us telling you to check your documents, as this can also help me trace what happened. Thank you. ^Mill https://twitter.com/messages/compose?recipient_id=2922732233","Hi - I'd like to check on this for you. Can you pass me your full name and postcode via link below? Also - can you tell me when did you receive an email/text from us telling you to check your documents, as this can also help me trace what happened. Thank you. ^Mill",Hi Id like check Can pass full name postcode via link Also tell receive emailtext us telling check documents also help trace happened Thank Mill,,,,,,,
4509,2020-04-09 09:56:51+00:00,You'll be able to reset it if it had been more than 7 days. ^Claude,You'll be able to reset it if it had been more than 7 days. ^Claude,Youll able reset days Claude,,,,,,,
4510,2020-04-09 10:02:00+00:00,Hi - this doesn't sound fair - we'd like to share a link that may help: http://grp.hsbc/60121LZ4M If you're ok to call the number provided - we'd like to talk about options and see if there is more that can be done. ^Mill,Hi - this doesn't sound fair - we'd like to share a link that may help: If you're ok to call the number provided - we'd like to talk about options and see if there is more that can be done. ^Mill,Hi doesnt sound fair wed like share link may help If youre ok call number provided wed like talk options see done Mill,,,,,,,
4511,2020-04-09 10:03:24+00:00,No problem Becky . Stay Safe! ^Alison,No problem Becky . Stay Safe! ^Alison,No problem Becky Stay Safe Alison,,,,,,,
4512,2020-04-09 10:04:07+00:00,That's very weird. Do you get any error codes when trying to log on to the app? ^Nick,That's very weird. Do you get any error codes when trying to log on to the app? ^Nick,Thats weird Do get error codes trying log app Nick,,,,,,,
4513,2020-04-09 10:04:26+00:00,"Hello Daniel. We are doing our best to help our customers, with the current situation, we have introduced overdraft buffers. You can check it out via this link: http://grp.hsbc/60181LZAO it has all the info you need. ^Shaun","Hello Daniel. We are doing our best to help our customers, with the current situation, we have introduced overdraft buffers. You can check it out via this link: it has all the info you need. ^Shaun",Hello Daniel We best help customers current situation introduced overdraft buffers You check via link info need Shaun,,,,,,,
4514,2020-04-09 10:05:17+00:00,"Hi Jess, we’re sorry we’ve not come back to you. If you’re unable to pay and this is due within 7 working days please give us a call on 0800 169 6333 and select option 0. If next payment is outside of 7 days there’s no need to call us. I hope this information is of help. ^Claude","Hi Jess, we’re sorry we’ve not come back to you. If you’re unable to pay and this is due within 7 working days please give us a call on 0800 169 6333 and select option 0. If next payment is outside of 7 days there’s no need to call us. I hope this information is of help. ^Claude",Hi Jess sorry weve come back If youre unable pay due within working days please give us call select option If next payment outside days theres need call us I hope information help Claude,,,,,,,
4515,2020-04-09 10:06:29+00:00,"Hi Leona . No, the Bank Holiday will not count as a working day. ^Alison","Hi Leona . No, the Bank Holiday will not count as a working day. ^Alison",Hi Leona No Bank Holiday count working day Alison,,,,,,,
4516,2020-04-09 10:07:59+00:00,"Hi Pete . Please DM me your full name and postcode, and I will have a look into this for you. Can you please let me know when your next payment is due? ^Alison. https://twitter.com/messages/compose?recipient_id=2922732233","Hi Pete . Please DM me your full name and postcode, and I will have a look into this for you. Can you please let me know when your next payment is due? ^Alison.",Hi Pete Please DM full name postcode I look Can please let know next payment due Alison,,,,,,,
4517,2020-04-09 10:11:11+00:00,"Glad to see that you're interested in joining our family. Let us know if there's any help you need, and we'll be happy to help. ^Nick","Glad to see that you're interested in joining our family. Let us know if there's any help you need, and we'll be happy to help. ^Nick",Glad see youre interested joining family Let us know theres help need well happy help Nick,,,,,,,
4518,2020-04-09 10:18:14+00:00,"Hello, I am very sorry to see this and for the upset it has caused. Would you like to escalate this further? If so, please provide your full name and postcode, via the link below. ^Saffron","Hello, I am very sorry to see this and for the upset it has caused. Would you like to escalate this further? If so, please provide your full name and postcode, via the link below. ^Saffron",Hello I sorry see upset caused Would like escalate If please provide full name postcode via link Saffron,,,,,,,
4519,2020-04-09 10:19:21+00:00,"Hi P A, I can assure you that nothing been breached from our UK security system. ^Claude","Hi P A, I can assure you that nothing been breached from our UK security system. ^Claude",Hi P A I assure nothing breached UK security system Claude,,,,,,,
4520,2020-04-09 10:22:10+00:00,"In general, we do help customers who are in financial situation where possible as we've got specialised teams to manage that. ^Claude","In general, we do help customers who are in financial situation where possible as we've got specialised teams to manage that. ^Claude",In general help customers financial situation possible weve got specialised teams manage Claude,,,,,,,
4521,2020-04-09 10:26:59+00:00,"Thanks for getting in touch, Adam. We are slowing implying these features into our Mobile Banking App. We have a lot planned for the app this year. ^Nick","Thanks for getting in touch, Adam. We are slowing implying these features into our Mobile Banking App. We have a lot planned for the app this year. ^Nick",Thanks getting touch Adam We slowing implying features Mobile Banking App We lot planned app year Nick,,,,,,,
4522,2020-04-09 10:31:19+00:00,"I would love to check this for you, Chloe. If you can please pass over your full name and postcode via the DM link below? ^RIT https://twitter.com/messages/compose?recipient_id=2922732233","I would love to check this for you, Chloe. If you can please pass over your full name and postcode via the DM link below? ^IT",I would love check Chloe If please pass full name postcode via DM link IT,,,,,,,
4523,2020-04-09 10:32:57+00:00,"The below link will take you to the Feedback and Complaints page on our website, which provides an online complaint form. http://grp.hsbc/60171LwTR ^Saffron","The below link will take you to the Feedback and Complaints page on our website, which provides an online complaint form. ^Saffron",The link take Feedback Complaints page website provides online complaint form Saffron,,,,,,,
4524,2020-04-09 10:38:35+00:00,"Hi Marc, we've had lots of these requests. We're looking at possible solutions. In the meantime you can see all the ways to pay in a cheque here, http://grp.hsbc/60121LwXi ^Dani","Hi Marc, we've had lots of these requests. We're looking at possible solutions. In the meantime you can see all the ways to pay in a cheque here, ^Dani",Hi Marc weve lots requests Were looking possible solutions In meantime see ways pay cheque Dani,,,,,,,
4525,2020-04-09 10:42:09+00:00,"Have you or someone received a call Clare? I'm not aware, but that doesn't mean we're not. Branches were calling some customers recently to see if they needed support but I haven't heard anything since. What was the conversation and I can find out? ^Dani","Have you or someone received a call Clare? I'm not aware, but that doesn't mean we're not. Branches were calling some customers recently to see if they needed support but I haven't heard anything since. What was the conversation and I can find out? ^Dani",Have someone received call Clare Im aware doesnt mean Branches calling customers recently see needed support I havent heard anything since What conversation I find Dani,,,,,,,
4526,2020-04-09 10:43:41+00:00,"Hi Ümit, you will need to visit a branch to deposit a cheque larger than £500. Below find a link to search the closest and opening times of the branches. ^Claude","Hi Ümit, you will need to visit a branch to deposit a cheque larger than £500. Below find a link to search the closest and opening times of the branches. ^Claude",Hi mit need visit branch deposit cheque larger Below find link search closest opening times branches Claude,,,,,,,
4527,2020-04-09 10:44:00+00:00,"Keep an eye out for any updates, Adam. ^Jo","Keep an eye out for any updates, Adam. ^Jo",Keep eye updates Adam Jo,,,,,,,
4528,2020-04-09 10:47:15+00:00,"Hi Dan, if you call our Online Banking Helpdesk 03456 002 290 they will be able to assist you, as they delete the online banking data of the app and assist you to set up the new one. ^Claude","Hi Dan, if you call our Online Banking Helpdesk 03456 002 290 they will be able to assist you, as they delete the online banking data of the app and assist you to set up the new one. ^Claude",Hi Dan call Online Banking Helpdesk able assist delete online banking data app assist set new one Claude,,,,,,,
4529,2020-04-09 10:51:26+00:00,@benn25302102 I've responded in your DM's Ben ,@benn25302102 I've responded in your DM's Ben,benn Ive responded DMs Ben,,,,,,,
4530,2020-04-09 10:54:42+00:00,"Hi James, we are sorry we’ve not come back to you. We’re doing our very best to work through all submitted request as soon as we can. Good news is - each and every is being handled, with a small delay. We’ll be in touch, this should be before your next due date. ^Mill","Hi James, we are sorry we’ve not come back to you. We’re doing our very best to work through all submitted request as soon as we can. Good news is - each and every is being handled, with a small delay. We’ll be in touch, this should be before your next due date. ^Mill",Hi James sorry weve come back Were best work submitted request soon Good news every handled small delay Well touch next due date Mill,,,,,,,
4531,2020-04-09 11:00:26+00:00,"Hi There, Thanks for getting in touch, mortgage payment holiday applications are worked on priority basis due to high number of applications, When is your next payment due? Please DM me your response by clicking the below button ^Thanoj https://twitter.com/messages/compose?recipient_id=2922732233","Hi There, Thanks for getting in touch, mortgage payment holiday applications are worked on priority basis due to high number of applications, When is your next payment due? Please DM me your response by clicking the below button ^Thanoj",Hi There Thanks getting touch mortgage payment holiday applications worked priority basis due high number applications When next payment due Please DM response clicking button Thanoj,,,,,,,
4532,2020-04-09 11:21:12+00:00,Thank you for the PM. Like you mentioned - this has already been raised as complaint and teams are working it. When electronic communication is sent (My Documents) they are usually ready overnight - but this email sets different expectations? We'll look into this. ^Mill,Thank you for the PM. Like you mentioned - this has already been raised as complaint and teams are working it. When electronic communication is sent (My Documents) they are usually ready overnight - but this email sets different expectations? We'll look into this. ^Mill,Thank PM Like mentioned already raised complaint teams working When electronic communication sent My Documents usually ready overnight email sets different expectations Well look Mill,,,,,,,
4533,2020-04-09 11:30:08+00:00,Our coronavirus overdraft support means we will temporarily not be charging interest on the first £500 of overdraft borrowing,Our coronavirus overdraft support means we will temporarily not be charging interest on the first £500 of overdraft borrowing,Our coronavirus overdraft support means temporarily charging interest first overdraft borrowing,,,,,,,
4534,2020-04-09 11:36:34+00:00,Hi Mand - can you please send your child's full name and postcode via link below? I'll check what the branch needs and what are the options. Thanks ^Mill,Hi Mand - can you please send your child's full name and postcode via link below? I'll check what the branch needs and what are the options. Thanks ^Mill,Hi Mand please send childs full name postcode via link Ill check branch needs options Thanks Mill,,,,,,,
4535,2020-04-09 11:36:48+00:00,The link: ^Mill https://twitter.com/messages/compose?recipient_id=2922732233,The link: ^Mill,The link Mill,,,,,,,
4536,2020-04-09 11:42:34+00:00,Hi Phil - a UK driving license and passport are perfect! I've left the link on how to do it via website: http://grp.hsbc/60161Lb16 ^Mill,Hi Phil - a UK driving license and passport are perfect! I've left the link on how to do it via website: ^Mill,Hi Phil UK driving license passport perfect Ive left link via website Mill,,,,,,,
4537,2020-04-09 11:51:14+00:00,"Hi Martin. This is one of our genuine numbers. Feel free to give us a call back on 03457 404 404, as we might need to discuss something further. ^Jo","Hi Martin. This is one of our genuine numbers. Feel free to give us a call back on 03457 404 404, as we might need to discuss something further. ^Jo",Hi Martin This one genuine numbers Feel free give us call back might need discuss something Jo,,,,,,,
4538,2020-04-09 11:52:55+00:00,"Hi, i am so sorry to hear this, please pass on my apologies to your wife. If she would like to escalate this to a complaint, please could you provide her full name and postcode via the link below. ^Saffron","Hi, i am so sorry to hear this, please pass on my apologies to your wife. If she would like to escalate this to a complaint, please could you provide her full name and postcode via the link below. ^Saffron",Hi sorry hear please pass apologies wife If would like escalate complaint please could provide full name postcode via link Saffron,,,,,,,
4539,2020-04-09 12:08:04+00:00,You should expect the letter shortly. ^Shaun,You should expect the letter shortly. ^Shaun,You expect letter shortly Shaun,,,,,,,
